"lsoa11cd","CAUTH18NM","lsoa11nm","st_areasha","st_lengths","IMD_Rank","IMD_Decile","IMDScore","IMDRank0","IMDDec0","IncScore","IncRank","IncDec","EmpScore","EmpRank","EmpDec","EduScore","EduRank","EduDec","HDDScore","HDDRank","HDDDec","CriScore","CriRank","CriDec","BHSScore","BHSRank","BHSDec","EnvScore","EnvRank","EnvDec","IDCScore","IDCRank","IDCDec","IDOScore","IDORank","IDODec","CYPScore","CYPRank","CYPDec","ASScore","ASRank","ASDec","GBScore","GBRank","GBDec","WBScore","WBRank","WBDec","IndScore","IndRank","IndDec","OutScore","OutRank","OutDec","TotPop","DepChi","Pop16_59","Pop60.","WorkPop"
"E01007173","Liverpool City Region","Wirral 029A",276849.880166,3347.68234240936,13616,5,20.916,13616,5,0.125,13134,4,0.107,11465,4,15.191,17212,6,0.782,6077,2,-0.216,19855,7,4.509,32217,10,30.515,8511,3,0.177,11726,4,0.133,15805,5,-0.304,21024,7,0.324,13344,5,-0.489,23898,8,-3.337,30321,10,0.716,6610,3,0.112,13459,5,1570,307,838,425,840
"E01007174","Liverpool City Region","Wirral 029B",272557.9286095,3575.41913330032,9010,3,28.04,9010,3,0.165,9219,3,0.137,7748,3,19.406,14143,5,0.918,4888,2,0.383,10703,4,4.884,32073,10,36.941,5413,2,0.183,11284,4,0.213,9099,3,0.018,15769,5,0.335,12215,4,-0.531,24536,8,-2.714,28573,9,0.973,4072,2,0.064,14261,5,1556,297,893,366,903
"E01007175","Liverpool City Region","Wirral 027A",250010.7896975,2648.97188097213,1214,1,57.085,1214,1,0.341,1190,1,0.288,595,1,40.736,5186,2,2.089,261,1,0.465,9545,3,14.221,23966,8,29.157,9296,3,0.374,1968,1,0.328,3678,2,0.802,5463,2,0.43,5010,2,-0.435,23050,8,0.392,13263,5,0.666,7143,3,0.086,13900,5,1846,384,1067,395,1076.25
"E01007176","Liverpool City Region","Wirral 029C",256369.5142345,2825.23872805754,2965,1,45.511,2965,1,0.238,4589,2,0.239,1619,1,33.403,7314,3,1.584,1186,1,0.564,8199,3,7.678,30553,10,40.969,3955,2,0.292,4741,2,0.186,11033,4,0.655,6988,3,0.386,7746,3,-0.746,27373,9,-0.875,19997,7,1.121,2972,1,0.031,14785,5,1653,325,999,329,993.25
"E01007177","Liverpool City Region","Wirral 029D",369855.709476,3338.69053329227,7170,3,31.78,7170,3,0.182,7900,3,0.159,5764,2,26.498,10069,4,1.295,2374,1,0.14,14473,5,9.722,28873,9,29.364,9172,3,0.127,16379,5,0.285,5253,2,0.209,12750,4,0.384,7958,3,-0.316,21162,7,-1.161,21589,7,0.638,7470,3,0.182,12387,4,1508,282,800,426,797.25
"E01007178","Liverpool City Region","Wirral 029E",347464.6323735,4217.51226581516,5260,2,36.814,5260,2,0.219,5597,2,0.206,2878,1,16.76,15995,5,1.491,1513,1,0.498,9102,3,6.925,31011,10,25.657,11378,4,0.266,6036,2,0.188,10904,4,0.018,15763,5,0.305,15491,5,-0.656,26317,9,-1.27,22239,7,0.585,8120,3,-0.118,17315,6,1576,290,912,374,919.25
"E01007179","Liverpool City Region","Wirral 021C",148203.4938995,2119.75737543568,1405,1,55.464,1405,1,0.315,1796,1,0.265,970,1,28.136,9342,3,1.876,510,1,0.985,3644,2,8.01,30310,10,48.957,2085,1,0.382,1817,1,0.314,4143,2,0.297,11483,4,0.388,7618,3,-0.797,27943,9,-0.707,19016,6,1.276,2009,1,0.359,10014,4,1400,290,895,215,895.5
"E01007180","Liverpool City Region","Wirral 022A",198666.528535,2774.38326529084,4747,2,38.455,4747,2,0.202,6530,2,0.184,4059,2,22.767,12055,4,1.393,1914,1,0.612,7565,3,5.148,31974,10,49.501,1996,1,0.221,8691,3,0.245,7193,3,0.34,10874,4,0.327,13098,4,-0.903,28983,9,-1.543,23630,8,1.312,1835,1,0.292,10852,4,1569,255,931,383,934.5
"E01007181","Liverpool City Region","Wirral 022B",243117.7698495,2460.91847461505,6564,2,33.258,6564,2,0.197,6846,3,0.156,6053,2,17.186,15677,5,1.105,3494,2,0.501,9064,3,5.323,31883,10,47.364,2377,1,0.262,6216,2,0.168,12469,4,0.182,13173,5,0.284,17834,6,-0.6,25525,8,-2.133,26424,9,1.342,1695,1,-0.073,16508,6,1596,355,906,335,909
"E01007182","Liverpool City Region","Wirral 037A",788575.9122865,7116.65979875936,27167,9,7.911,27167,9,0.067,22146,7,0.054,23523,8,1.511,31442,10,-0.089,17387,6,-0.478,23474,8,7.492,30682,10,16.637,17879,6,0.054,26647,9,0.097,20452,7,-1.226,30827,10,0.15,30632,10,-0.162,18593,6,-3.171,29912,10,0.276,12208,4,-0.679,25907,8,1483,207,670,606,690.5
"E01007183","Liverpool City Region","Wirral 034A",2225215.138683,8043.33878343857,19534,6,14.405,19534,6,0.074,20775,7,0.085,15243,5,2.794,29988,10,0.218,12816,4,-0.793,27237,9,24.611,11513,4,27.685,10145,4,0.107,18651,6,0.076,23954,8,-0.776,27360,9,0.146,30819,10,0.987,3545,2,-4.857,32343,10,0.673,7056,3,-0.119,17337,6,1280,223,649,408,669.5
"E01007184","Liverpool City Region","Wirral 037B",376316.657804,4073.32688611607,26672,9,8.317,26672,9,0.058,24133,8,0.055,23049,8,2.983,29756,10,0.277,11947,4,-0.767,26972,9,5.654,31730,10,14.497,19658,6,0.029,30782,10,0.113,18243,6,-0.78,27414,9,0.158,30251,10,-0.381,22221,7,-2.995,29466,9,0.096,14959,5,-0.469,23052,8,1503,257,760,486,759
"E01007185","Liverpool City Region","Wirral 037C",287814.284558,3647.24929796538,19571,6,14.374,19571,6,0.104,15795,5,0.085,15309,5,5.598,26602,9,0.393,10427,4,-1.175,30322,10,4.021,32363,10,27.756,10107,4,0.119,17165,6,0.131,16075,5,-0.599,25224,8,0.211,26097,8,-0.587,25333,8,-3.153,29867,10,0.799,5690,2,-0.679,25909,8,1542,300,871,371,882.5
"E01007186","Liverpool City Region","Wirral 040A",494699.647204,4824.02729057866,31123,10,4.38,31123,10,0.041,28381,9,0.047,25804,8,0.879,32152,10,-0.08,17271,6,-2.048,32683,10,8.704,29768,10,3.844,30438,10,0.03,30660,10,0.051,28913,9,-1.427,31717,10,0.127,31477,10,0.024,15273,5,-5.506,32650,10,-0.942,28570,9,-0.695,26104,8,1540,249,732,559,727.5
"E01007187","Liverpool City Region","Wirral 040B",2093544.1931655,9021.82199308801,30797,10,4.707,30797,10,0.02,32263,10,0.035,29265,9,0.636,32406,10,-0.436,22583,7,-1.091,29760,10,25.68,10480,4,5.105,29214,9,0.013,32440,10,0.021,32614,10,-1.593,32211,10,0.121,31666,10,1.056,3151,1,-5.805,32720,10,-0.615,25354,8,-0.856,28045,9,1413,157,610,646,645.5
"E01007188","Liverpool City Region","Wirral 040C",1196576.0096965,8057.26053651281,31628,10,3.847,31628,10,0.028,31236,10,0.036,29192,9,1.011,32010,10,-0.192,19018,6,-1.033,29367,9,11.056,27579,9,9.785,24266,8,0.021,31818,10,0.036,31363,10,-1.797,32552,10,0.157,30315,10,0.195,12339,4,-5.828,32726,10,-0.259,20508,7,-0.466,23023,8,1507,270,703,534,718.25
"E01007189","Liverpool City Region","Wirral 040D",757220.183666,8173.78374527985,31065,10,4.441,31065,10,0.031,30553,10,0.04,27879,9,0.717,32328,10,-0.133,18108,6,-0.685,26044,8,10.244,28369,9,9.057,25035,8,0.034,30109,10,0.025,32355,10,-1.784,32538,10,0.139,31124,10,0.125,13502,5,-4.63,32181,10,-0.291,20998,7,-0.55,24194,8,1605,220,667,718,668.5
"E01007190","Liverpool City Region","Wirral 040E",1761653.2149345,10862.1763180215,32247,10,2.97,32247,10,0.02,32210,10,0.041,27448,9,0.248,32724,10,-0.49,23287,8,-1.37,31314,10,13.207,25163,8,4.883,29455,9,0.01,32619,10,0.02,32632,10,-2.155,32790,10,0.098,32189,10,0.338,10222,4,-5.201,32535,10,-0.673,26030,8,-0.801,27403,9,1479,225,586,668,613.5
"E01007191","Liverpool City Region","Wirral 040F",3814065.773475,16666.6854620305,29854,10,5.652,29854,10,0.017,32477,10,0.043,27120,9,0.613,32433,10,-0.177,18789,6,-1.822,32479,10,26.185,10001,4,6.714,27564,9,0.021,31845,10,0.015,32772,10,-1.825,32583,10,0.131,31369,10,1.087,3001,1,-5.642,32685,10,-0.526,24226,8,-0.594,24817,8,1321,227,572,522,592
"E01007192","Liverpool City Region","Wirral 037D",987626.8808165,7381.80751386018,18388,6,15.557,18388,6,0.106,15513,5,0.114,10486,4,3.175,29538,9,0.549,8518,3,-0.914,28385,9,16.865,20602,7,5.683,28641,9,0.044,28335,9,0.151,14061,5,-1.452,31804,10,0.215,25632,8,0.535,7549,3,-4.078,31590,10,-0.648,25744,8,-0.622,25198,8,1342,209,566,567,592.75
"E01007193","Liverpool City Region","Wirral 014A",1051391.711944,10437.4277828739,22425,7,11.783,22425,7,0.061,23494,8,0.085,15200,5,4.382,28057,9,0.161,13602,5,-0.434,22888,7,15.732,22033,7,17.942,16858,6,0.045,28294,9,0.05,29175,9,-0.522,24222,8,0.158,30252,10,0.391,9407,3,-2.619,28230,9,0.399,10548,4,-0.952,29014,9,1651,230,784,637,797
"E01007194","Liverpool City Region","Wirral 014B",189054.25986,2525.01695253817,16887,6,17.113,16887,6,0.101,16176,5,0.092,13964,5,4.653,27725,9,0.526,8792,3,-0.86,27889,9,8.348,30058,10,39.674,4366,2,0.054,26627,9,0.159,13232,5,-0.582,24988,8,0.182,28635,9,-0.17,18749,6,-2.415,27506,9,1.224,2305,1,-0.806,27445,9,1477,225,835,417,840
"E01007195","Liverpool City Region","Wirral 013A",4157874.3382975,9945.23679303976,28302,9,7.019,28302,9,0.05,26267,8,0.059,21804,7,2.666,30141,10,-0.39,21988,7,-0.695,26170,8,10.707,27947,9,18.794,16200,5,0.052,26958,9,0.049,29256,9,-0.909,28629,9,0.166,29788,10,0.149,13094,4,-4.282,31840,10,0.234,12807,4,-0.142,17692,6,1570,253,816,501,827.25
"E01007196","Liverpool City Region","Wirral 026A",1678798.164551,12904.7909310024,18257,6,15.681,18257,6,0.098,16647,6,0.092,13888,5,4.594,27793,9,0.446,9769,3,-0.376,22107,7,5.018,32035,10,30.402,8579,3,0.069,24019,8,0.142,14890,5,-0.506,23999,8,0.163,29967,10,-0.534,24586,8,-2.605,28181,9,0.934,4388,2,-1.026,29666,10,1647,260,743,644,743
"E01007197","Liverpool City Region","Wirral 026B",587549.9189495,5158.84818275977,24503,8,10.019,24503,8,0.051,25937,8,0.062,20982,7,0.946,32082,10,-0.006,16105,5,-0.039,17274,6,9.718,28875,9,29.439,9128,3,0.041,28958,9,0.063,26582,9,-1.486,31922,10,0.14,31093,10,0.088,14145,5,-4.661,32202,10,0.865,5036,2,-0.693,26083,8,1684,352,818,514,831.75
"E01007198","Liverpool City Region","Wirral 026C",530669.758171,4761.21663442227,21434,7,12.651,21434,7,0.066,22365,7,0.064,20290,7,2.282,30548,10,0.01,15842,5,0.286,12157,4,3.788,32431,10,36.724,5491,2,0.045,28212,9,0.082,23040,8,-0.843,28028,9,0.127,31476,10,-0.919,29139,9,-2.155,26506,9,1.108,3062,1,-0.585,24691,8,1689,294,892,503,889.75
"E01007199","Liverpool City Region","Wirral 013B",752443.670766,6632.51294039736,29790,10,5.71,29790,10,0.035,29816,10,0.057,22537,7,1.12,31882,10,-0.126,17988,6,-0.678,25982,8,2.369,32705,10,12.239,21761,7,0.009,32691,10,0.042,30425,10,-1.403,31629,10,0.144,30901,10,-0.69,26705,9,-6.252,32778,10,0.019,16152,5,-0.742,26721,9,1556,277,738,541,774.25
"E01007200","Liverpool City Region","Wirral 014C",399206.440886,3903.73361566621,30862,10,4.642,30862,10,0.042,27999,9,0.044,26815,9,1.109,31890,10,-0.2,19136,6,-1.529,31868,10,5.733,31681,10,12.741,21276,7,0.009,32706,10,0.084,22603,7,-1.214,30775,10,0.115,31791,10,-0.244,19995,7,-5.136,32499,10,0.053,15618,5,-0.743,26723,9,1694,287,907,500,921.75
"E01007201","Liverpool City Region","Wirral 014D",248911.6956945,3141.77281041833,19258,6,14.673,19258,6,0.089,18042,6,0.09,14367,5,2.55,30272,10,0.583,8141,3,-0.702,26242,8,6.258,31398,10,27.254,10387,4,0.106,18750,6,0.096,20679,7,-0.967,29126,9,0.169,29581,10,-0.305,20969,7,-3.047,29598,10,0.787,5821,2,-0.726,26528,9,1493,272,877,344,882.25
"E01007202","Liverpool City Region","Wirral 014E",1425982.6467985,5853.45647796395,10403,4,25.633,10403,4,0.158,9760,3,0.15,6563,2,15.18,17221,6,0.851,5439,2,-0.128,18559,6,8.326,30075,10,29.666,9016,3,0.144,14581,5,0.205,9628,3,0.163,13501,5,0.258,20803,7,-0.128,17947,6,-2.778,28780,9,0.887,4841,2,-0.787,27248,9,1449,233,825,391,835.25
"E01007203","Liverpool City Region","Wirral 006A",1055234.521323,5770.69822679379,22001,7,12.143,22001,7,0.082,19222,6,0.084,15330,5,9.604,22254,7,0.116,14279,5,-0.107,18232,6,9.663,28922,9,6.106,28222,9,0.098,19674,6,0.102,19744,7,-0.29,20811,7,0.246,22183,7,0.018,15367,5,-3.135,29821,10,-0.802,27357,9,-0.344,21088,7,1994,355,1209,430,1235.5
"E01007204","Liverpool City Region","Wirral 009A",619860.5028435,4878.42022492642,400,1,67.045,400,1,0.412,312,1,0.335,197,1,64.282,1261,1,1.945,412,1,0.763,5802,2,13.13,25241,8,23.635,12682,4,0.455,639,1,0.43,1364,1,1.558,872,1,0.481,2749,1,-0.509,24201,8,0.256,13922,5,0.448,9899,4,-0.006,15397,5,1727,548,942,237,926
"E01007205","Liverpool City Region","Wirral 006B",440622.0364875,3243.68943782217,3562,2,42.617,3562,2,0.256,3762,2,0.201,3075,1,41.39,5016,2,1.641,1005,1,0.207,13388,5,7.311,30793,10,30.825,8352,3,0.316,3757,2,0.35,3025,1,0.831,5164,2,0.43,4984,2,-0.567,25022,8,-1.341,22607,7,0.82,5478,2,-0.192,18510,6,1511,329,910,272,905.5
"E01007206","Liverpool City Region","Wirral 009B",860808.434192,5468.98318904976,10445,4,25.557,10445,4,0.17,8764,3,0.124,9210,3,24.584,11048,4,0.955,4571,2,-0.129,18580,6,8.255,30128,10,22.989,13132,4,0.208,9514,3,0.249,6953,3,0.498,8874,3,0.322,13604,5,-0.127,17910,6,-2.852,29021,9,0.47,9602,3,-0.15,17823,6,1881,419,1154,308,1144.5
"E01007207","Liverpool City Region","Wirral 009C",547178.0867445,3888.30188850482,439,1,66.329,439,1,0.396,432,1,0.328,238,1,67.119,992,1,2.159,216,1,0.649,7095,3,11.506,27119,9,19.694,15518,5,0.47,519,1,0.444,1156,1,1.371,1502,1,0.528,1244,1,-0.654,26292,9,0.077,14806,5,0.276,12210,4,-0.113,17241,6,1314,233,692,389,706.25
"E01007208","Liverpool City Region","Wirral 012A",334430.201981,3402.68990619245,6423,2,33.597,6423,2,0.19,7321,3,0.176,4559,2,26.522,10049,4,1.231,2700,1,0.309,11795,4,5.142,31977,10,32.718,7344,3,0.176,11850,4,0.227,8228,3,0.204,12832,4,0.384,7889,3,-0.863,28609,9,-1.603,23952,8,0.873,4967,2,-0.117,17303,6,1719,338,905,476,926.75
"E01007209","Liverpool City Region","Wirral 009D",583901.165063,4225.01128144862,1592,1,54.03,1592,1,0.304,2080,1,0.287,606,1,49.013,3426,2,2.275,148,1,0.194,13609,5,5.396,31857,10,19.019,16025,5,0.32,3600,2,0.355,2915,1,1.002,3747,2,0.467,3307,2,-1.104,30517,10,-1.221,21950,7,0.113,14710,5,0.14,13022,4,1287,212,575,500,596.5
"E01007210","Liverpool City Region","Wirral 006C",1495888.5167475,7233.79508940746,2152,1,50.161,2152,1,0.306,2042,1,0.245,1440,1,47.629,3642,2,1.558,1272,1,0.645,7134,3,13.26,25100,8,26.539,10843,4,0.419,1136,1,0.238,7614,3,1.206,2343,1,0.414,5919,2,-0.003,15707,5,-1.093,21231,7,0.596,7976,3,-0.039,15933,5,1934,434,1114,386,1108.25
"E01007211","Liverpool City Region","Wirral 004A",259874.415934,2980.94940630762,15862,5,18.308,15862,5,0.101,16120,5,0.1,12543,4,8.79,23088,8,0.698,6904,3,-0.16,19042,6,6.411,31312,10,30.431,8564,3,0.182,11370,4,0.094,21007,7,-0.598,25221,8,0.268,19670,6,-0.188,19055,6,-4.541,32111,10,0.534,8749,3,0.555,7830,3,1165,178,635,352,643.25
"E01007212","Liverpool City Region","Wirral 007A",173105.7689275,3168.07825102478,10450,4,25.545,10450,4,0.125,13075,4,0.121,9621,3,17.668,15353,5,0.757,6316,2,0.368,10914,4,2.127,32744,10,46.185,2633,1,0.169,12409,4,0.128,16453,6,-0.151,18597,6,0.336,12092,4,-1.015,29914,10,-3.166,29898,10,1.096,3136,1,0.689,6583,3,1499,246,841,412,853.75
"E01007213","Liverpool City Region","Wirral 007B",312573.9014625,3743.44488030269,12989,4,21.711,12989,4,0.11,14974,5,0.091,14069,5,12.266,19704,6,0.461,9577,3,0.112,14949,5,23.071,13130,4,42.59,3510,2,0.174,11998,4,0.102,19734,7,-0.221,19752,7,0.278,18453,6,0.834,4606,2,-2.888,29144,9,0.975,4056,2,0.682,6652,3,1531,227,835,469,843.25
"E01007214","Liverpool City Region","Wirral 007C",238902.6275395,3319.36486274803,5340,2,36.616,5340,2,0.208,6206,2,0.172,4822,2,29.405,8821,3,1.297,2365,1,0.29,12074,4,4.821,32094,10,44.903,2924,1,0.179,11580,4,0.288,5149,2,0.48,9088,3,0.375,8591,3,-1.336,31623,10,-1.28,22285,7,1.167,2652,1,0.305,10668,4,1588,309,850,429,869.75
"E01007215","Liverpool City Region","Wirral 005A",244936.5534915,3340.77965385459,652,1,63.141,652,1,0.334,1350,1,0.289,575,1,41.723,4950,2,2.201,186,1,1.283,1821,1,7.063,30933,10,51.593,1646,1,0.376,1944,1,0.332,3545,2,0.936,4246,2,0.415,5862,2,-1.537,32188,10,-0.511,17937,6,1.264,2074,1,0.688,6596,3,1629,324,894,411,905.5
"E01007216","Liverpool City Region","Wirral 005B",168430.4369265,2806.29297348117,5675,2,35.606,5675,2,0.174,8481,3,0.152,6335,2,22.537,12218,4,1.285,2430,1,0.522,8768,3,6.16,31453,10,58.851,787,1,0.185,11139,4,0.183,11297,4,0.211,12711,4,0.343,11442,4,-0.554,24855,8,-1.862,25201,8,1.637,736,1,0.2,12150,4,1558,332,913,313,909
"E01007217","Liverpool City Region","Wirral 007D",209376.6128885,2939.70487007693,6105,2,34.387,6105,2,0.196,6915,3,0.13,8521,3,25.563,10537,4,1.007,4179,2,0.506,9001,3,3.233,32554,10,61.177,582,1,0.228,8202,3,0.257,6561,2,0.342,10842,4,0.356,10209,4,-1.049,30158,10,-2.256,26896,9,1.73,539,1,0.14,13021,4,1762,356,1041,365,1079
"E01007218","Liverpool City Region","Wirral 002A",142687.3776065,2521.87599230399,3358,2,43.512,3358,2,0.238,4584,2,0.19,3721,2,26.792,9921,4,1.524,1381,1,0.968,3778,2,5.511,31808,10,50.713,1793,1,0.274,5619,2,0.285,5261,2,0.39,10216,4,0.362,9693,3,-0.732,27214,9,-1.694,24373,8,1.36,1635,1,0.268,11158,4,1401,292,865,244,875.5
"E01007219","Liverpool City Region","Wirral 005C",148791.904004,3064.68067063698,4157,2,40.374,4157,2,0.215,5812,2,0.191,3628,2,28.991,8973,3,1.097,3548,2,1.05,3144,1,5.155,31971,10,48.647,2144,1,0.222,8575,3,0.239,7579,3,0.555,8155,3,0.359,9938,4,-0.676,26534,9,-1.991,25799,8,1.254,2124,1,0.4,9487,3,1639,379,984,276,966
"E01007220","Liverpool City Region","Wirral 005D",119905.6297205,2031.84602982344,215,1,71.432,215,1,0.413,302,1,0.323,266,1,52.049,2878,1,2.227,176,1,1.633,717,1,6.106,31474,10,43.912,3173,1,0.507,285,1,0.315,4105,2,1.188,2456,1,0.456,3724,2,-1.27,31360,10,-0.886,20052,7,1.075,3300,2,0.52,8192,3,1299,344,725,230,720.25
"E01007221","Liverpool City Region","Wirral 012B",297198.9296975,4076.39544673361,11482,4,23.83,11482,4,0.143,11158,4,0.123,9259,3,18.787,14567,5,0.94,4686,2,0.072,15556,5,2.827,32630,10,24.744,11950,4,0.154,13666,5,0.183,11300,4,-0.041,16750,6,0.336,12152,4,-0.845,28430,9,-3.039,29575,10,0.579,8193,3,-0.234,19222,6,1444,224,792,428,816.25
"E01007222","Liverpool City Region","Wirral 013C",356267.864047,3517.49845629813,16961,6,17.025,16961,6,0.095,17115,6,0.094,13631,5,16.157,16448,6,0.569,8296,3,-0.176,19291,6,13.374,24967,8,16.815,17740,6,0.103,19119,6,0.11,18567,6,0.118,14184,5,0.281,18162,6,0.297,10800,4,-3.367,30387,10,0.097,14946,5,-0.099,16955,6,1611,290,897,424,918.5
"E01007223","Liverpool City Region","Wirral 013D",1889891.8627555,7894.74015640087,14361,5,19.979,14361,5,0.122,13419,5,0.114,10441,4,13.681,18437,6,0.741,6455,2,0.004,16605,6,20.066,16570,6,3.367,30880,10,0.135,15450,5,0.173,12062,4,0.025,15652,5,0.261,20523,7,0.698,5857,2,-3.343,30334,10,-1.077,29584,10,-0.681,25933,8,1437,293,934,210,929
"E01007224","Liverpool City Region","Wirral 017A",653573.811321,3902.53224724669,21579,7,12.528,21579,7,0.079,19689,6,0.069,19084,6,11.874,20061,7,0.392,10452,4,-0.558,24553,8,10.791,27856,9,16.099,18334,6,0.119,17149,6,0.094,20960,7,-0.24,20057,7,0.275,18817,6,0.172,12701,4,-5.257,32563,10,0.039,15827,5,-0.081,16644,6,1429,224,748,457,758.75
"E01007225","Liverpool City Region","Wirral 012C",404929.53132,3436.20891596406,16954,6,17.036,16954,6,0.082,19247,6,0.095,13351,5,19.539,14059,5,0.497,9140,3,0.138,14500,5,3.169,32569,10,19.685,15527,5,0.066,24564,8,0.098,20261,7,0.357,10663,4,0.284,17822,6,-0.643,26131,8,-3.828,31217,10,0.034,15911,5,0.346,10156,4,1753,244,870,639,905.5
"E01007226","Liverpool City Region","Wirral 017B",362567.212803,3877.93907226763,16158,5,17.949,16158,5,0.112,14676,5,0.091,14096,5,17.51,15453,5,0.705,6828,3,-0.557,24545,8,7.694,30541,10,21.695,14046,5,0.12,17098,6,0.141,14981,5,0.078,14812,5,0.305,15417,5,-0.085,17140,6,-4.285,31847,10,0.469,9621,3,-0.345,21098,7,1588,198,763,627,781.75
"E01007227","Liverpool City Region","Wirral 012D",530289.123947,4528.02033188346,1770,1,52.67,1770,1,0.308,1992,1,0.22,2273,1,56.653,2158,1,2.032,316,1,0.608,7630,3,9.071,29447,9,32.815,7282,3,0.375,1949,1,0.409,1697,1,1.279,1949,1,0.476,2947,1,-0.458,23409,8,-0.99,20675,7,0.913,4576,2,-0.276,19920,7,1482,311,819,352,812.5
"E01007228","Liverpool City Region","Wirral 012E",345933.2158275,2891.68474258239,1933,1,51.602,1933,1,0.289,2569,1,0.276,765,1,45.756,4005,2,1.819,620,1,0.481,9332,3,14.227,23962,8,20.439,14942,5,0.342,2862,1,0.266,6111,2,1.007,3708,2,0.438,4577,2,0.031,15131,5,-0.913,20221,7,0.444,9948,4,-0.491,23357,8,1450,257,694,499,727.75
"E01007229","Liverpool City Region","Wirral 001A",179675.3072375,3448.59844986396,11336,4,24.08,11336,4,0.154,10100,4,0.121,9592,3,13.575,18525,6,0.365,10782,4,0.031,16217,5,2.074,32755,10,47.444,2360,1,0.179,11571,4,0.16,13167,5,0.099,14474,5,0.244,22389,7,-1.313,31526,10,-2.697,28500,9,1.343,1690,1,-0.067,16410,5,1721,359,1047,315,1050.75
"E01007230","Liverpool City Region","Wirral 001B",296746.324893,6217.17771953746,6989,3,32.245,6989,3,0.154,10136,4,0.163,5506,2,12.733,19284,6,1.052,3861,2,1.416,1295,1,4.341,32272,10,32.163,7630,3,0.178,11705,4,0.13,16180,5,-0.013,16320,5,0.252,21417,7,-0.743,27342,9,-2.257,26903,9,0.759,6130,2,0.176,12473,4,1270,222,690,358,706.75
"E01007231","Liverpool City Region","Wirral 001C",261795.977626,3819.58460906601,10120,4,26.101,10120,4,0.134,12124,4,0.131,8340,3,8.642,23261,8,0.98,4374,2,0.489,9221,3,3.655,32461,10,41.517,3787,2,0.136,15353,5,0.157,13439,5,-0.324,21322,7,0.234,23580,8,-1.032,30033,10,-2.046,26021,8,1.085,3214,1,0.215,11916,4,1551,188,972,391,977.5
"E01007232","Liverpool City Region","Wirral 002B",228137.64878,2929.267289687,4704,2,38.563,4704,2,0.198,6790,3,0.204,2961,1,18.103,15065,5,1.44,1698,1,0.271,12380,4,10.795,27853,9,49.021,2072,1,0.192,10619,4,0.219,8676,3,0.005,16010,5,0.323,13524,5,-0.081,17081,6,-1.679,24303,8,1.262,2083,1,0.414,9326,3,1521,231,889,401,882.5
"E01007233","Liverpool City Region","Wirral 002C",207355.471213,2945.76727765075,7753,3,30.578,7753,3,0.18,8008,3,0.152,6408,2,20.691,13340,5,0.921,4859,2,0.319,11655,4,3.036,32596,10,43.279,3346,2,0.17,12321,4,0.259,6439,2,0.245,12238,4,0.318,14030,5,-1.455,32009,10,-1.988,25783,8,1.19,2508,1,0.039,14663,5,1793,380,1044,369,1040.75
"E01007234","Liverpool City Region","Wirral 002D",207972.4985745,3354.32102866343,6823,3,32.631,6823,3,0.176,8352,3,0.165,5341,2,15.37,17067,6,0.945,4653,2,0.335,11423,4,4.693,32139,10,55.686,1101,1,0.208,9533,3,0.146,14529,5,0.056,15135,5,0.28,18262,6,-0.951,29431,9,-1.664,24226,8,1.567,910,1,0.082,13960,5,1556,285,925,346,932
"E01007235","Liverpool City Region","Wirral 004B",242874.2140965,2821.15448730213,11809,4,23.349,11809,4,0.128,12731,4,0.116,10216,4,14.558,17716,6,0.625,7661,3,0.247,12766,4,2.49,32680,10,41.333,3847,2,0.181,11427,4,0.125,16720,6,-0.153,18635,6,0.3,15947,5,-0.849,28472,9,-3.383,30421,10,1.086,3207,1,0.191,12265,4,1527,328,819,380,822.75
"E01007236","Liverpool City Region","Wirral 002E",229722.403093,2726.97735219208,7745,3,30.595,7745,3,0.173,8538,3,0.151,6485,2,10.717,21162,7,1.199,2876,1,0.295,12001,4,5.366,31868,10,45.463,2790,1,0.271,5806,2,0.161,13098,4,-0.744,27006,9,0.305,15463,5,-0.539,24634,8,-2.354,27275,9,1.188,2529,1,0.299,10762,4,1351,244,781,326,783.75
"E01007237","Liverpool City Region","Wirral 001D",441646.7604,4445.59516556343,7213,3,31.687,7213,3,0.183,7821,3,0.172,4830,2,19.27,14210,5,1.099,3532,2,0.421,10153,4,6.607,31198,10,33.412,7001,3,0.16,13132,4,0.198,10123,4,0.037,15434,5,0.331,12635,4,-0.499,24061,8,-1.824,25022,8,0.748,6264,2,0.351,10098,4,1652,178,822,652,868.5
"E01007238","Liverpool City Region","Wirral 001E",191817.281954,2701.08362138135,2118,1,50.408,2118,1,0.314,1831,1,0.272,817,1,35.226,6693,3,1.586,1170,1,0.362,10987,4,11.608,27007,9,28.788,9521,3,0.355,2460,1,0.373,2479,1,0.911,4453,2,0.356,10170,4,-0.311,21081,7,-0.588,18329,6,0.701,6772,3,-0.055,16195,5,1582,233,922,427,948.75
"E01007239","Liverpool City Region","Wirral 022C",218182.2644195,2583.82660535839,2958,1,45.531,2958,1,0.254,3857,2,0.22,2288,1,23.559,11585,4,1.811,637,1,0.981,3670,2,5.355,31872,10,35.943,5831,2,0.295,4619,2,0.259,6469,2,0.593,7716,3,0.29,17094,6,-1.079,30352,10,-1.255,22150,7,0.782,5869,2,0.527,8117,3,1686,363,1042,281,1037.75
